case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-retroactive-audit-smoke,gpt-5.2,gpt-5.4,draw,,
lean-retroactive-audit-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-retroactive-audit-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-retroactive-audit-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-retroactive-audit-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-retroactive-audit-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-security-formalization-smoke,gpt-5.2,gpt-5.4,draw,,
lean-security-formalization-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-security-formalization-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-security-formalization-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-specification-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-specification-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
lean-specification-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.2,gpt-5.4,draw,,
lean-specification-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-specification-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-specification-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
